"Reviewer_name","Review_title","Rating","Date_of_experience","Review_description"
"V.Limcustomer","The company is very helpful for those…","excellent","Thirty April Two-thousand-twenty-four","The company is very helpful for those people which is short financially.Nathan Cole is helpful he has patience in looking some option for his client to look for the flight."
"Rebirth","I have always used Crystal Travel to…","excellent","Twenty April Two-thousand-twenty-four","I have always used Crystal Travel to purchase my air tickets, Olivia Clark has been so wonderful and has helped me get the best deals."
"Joan","Peter Cruz was very helpful","excellent","Twelve April Two-thousand-twenty-four","Peter Cruz was very helpful,  took time to explain questions I asked, never got tired or rude when I kept calling so many times.Very kind person ready to every time satisfy the customer."
"Bibi fazila","My husband and me had great experience…","excellent","Twenty April Two-thousand-twenty-four","My husband and me had great experience with Crystal Travels when booking our holidays for Antalya recently. All thanks to the super service provided by Peter Cruz.His guidance throughout exceeded our expectations.Peters professionalism and personal touch made huge difference. We highly recommend Crystal travels and amazing guide and helper Peter Cruz services any time for an unforgettable holiday experience."
"Damsel Kuriakose","Multicity tickets","excellent","Thirty April Two-thousand-twenty-four","Nathan was involved with my travel booking and so far it has been prompt and excellent service."
"Gemszky Gem","Anna is very helpful","excellent","Thirty April Two-thousand-twenty-four","Anna is very helpful, quick and very reliable..she help us to sort my husband ticket off to philippines and back.. thank u so much anna for all ur help and good service.  God bless.."
"Jagdish P","Service given by Crystal travel is…","excellent","Four April Two-thousand-twenty-four","Service given by Crystal travel is outstanding. Their executive Nathan is very helpful. We could able to book the ticket peacefully in a affordable price."
"Majo Adriano","Great customer service!","excellent","Nine April Two-thousand-twenty-four","Great customer service!"
"Anesh K Steephen","our experience","excellent","Thirty April Two-thousand-twenty-four","Carlos helped us to correct the misspelled name on the e-ticket."
"Ian","Every question was answered…","excellent","Thirty April Two-thousand-twenty-four","Every question was answered professionally by Sid and so far it has all been stress free to book my flight."
"Andrew Blackwell","I was called by Ana who dealt with my…","excellent","Thirty April Two-thousand-twenty-four","I was called by Ana who dealt with my flight plans in a very professional way. I really can’t fault her. She was recommended to me by a close friend. I’ll using her for all flights in the future. Amazing"
"Paul Shoult Maddox","Flight inquiry","excellent","Thirty April Two-thousand-twenty-four","I've always used crystal travel for my flights to the Philippines great service all the time from these guy Thank you all at crystal travel"
"Sandra","Veronica did a good job","excellent","Thirty April Two-thousand-twenty-four","Veronica did a good job. Booked tickets to India."
"FRIYA SHAH","Excellent service from Peter","excellent","Thirty April Two-thousand-twenty-four","Excellent service from Peter. Very informative  and prompt with his service. Thanks a lot Peter"
"Michelle Smith","Great service Arran smith really happy…","excellent","Thirty April Two-thousand-twenty-four","Great service Arran smith really happy with service will use again most definitely"
"Parminder","Bril","excellent","Fifteen March Two-thousand-twenty-four","HiI dealt with Nathan who was very professional in his approach and he managed to sort me out a good deal with my flight.Great job and I was very satisfied.Parmy"
"Emily","Great quick service","excellent","Thirty April Two-thousand-twenty-four","Booked my flights with Aron Smith as usual. Amazing service, always looks after me when booking."
"Farrah","Ana provided good customer service and…","excellent","Thirty April Two-thousand-twenty-four","Ana provided good customer service and was efficient in delivering information"
"Sreejith","Great team member & really helpful with…","excellent","Thirty April Two-thousand-twenty-four","Great team member & really helpful with all the queries I had. Thanks again  Stella Stevens"
"Crv","Satiated for service","excellent","Thirty April Two-thousand-twenty-four","Maria mae one of your agent is very helpful and easy to deal. Very nice agent and approachable. I can recommend this company and agent to my friends."
"Jordan Cook","Great Customer Service","excellent","Thirty April Two-thousand-twenty-four","Nick Jonas was very helpful in booking business flights for my colleagues and I. Very patient and professional and I would recommend Crystal Travel for all travel needs."
"Ahmed Holmes","Very good service","excellent","Thirty April Two-thousand-twenty-four","Thank you to Ronald for assisting me with booking my flight. Time was of the essence and he delivered very well."
"A.S","Thank you to Ronald for assisting me…","excellent","Thirty April Two-thousand-twenty-four","Great service. My recent purchase of tickets to India during coming cristamas holidays was great. Thanks to Paul for getting me the right flights with my choice."
"yo yo","Great service","excellent","Twenty-two March Two-thousand-twenty-four","Arron was very helpful & friendly thank you so much for the Booking"
"customerlee","Arron was very helpful & friendly thank…","excellent","Thirty April Two-thousand-twenty-four","I was very satisfied with the service provided to me by Mr Paul Watson."
"Alvin De Guzman","I was very satisfied with the service…","excellent","Twenty-five April Two-thousand-twenty-four","Freya was very polite and helpful. We will definitely book again."
"Vikramjeet","Freya was very polite and helpful","excellent","Thirty April Two-thousand-twenty-four","I worked with Peter a couple Time very helpful"
"Davido","I worked with Peter a couple Time very…","excellent","Thirty April Two-thousand-twenty-four","Marco is the agent who helped me and to be honest he went out of his way to accommodate my needs ."
"anu umashankar","Marco is the agent who helped me and to…","excellent","Twenty-seven April Two-thousand-twenty-four","Its very trust worthy and made you travel way more good."
"puneet dogra","Its very trust worthy and made you…","excellent","Nine April Two-thousand-twenty-four","Jack was very helpful while booking our family tickets, gave us a good deal with discounted fares."
"Varun Arora","Jack was very helpful while booking our…","excellent","One April Two-thousand-twenty-four","Friendly and very helpful service with great attention to detail with a desire to help me get the best deal. Couldn’t match what they got me any where else! - Thanks Jack"
"JamesN","Couldn’t match what they got anywhere else","excellent","Twenty-four April Two-thousand-twenty-four",NA
"Rob Townsend","Excellent work by Crystal Travel","excellent","Twenty-nine April Two-thousand-twenty-four","I made my flight booking online and was immediately called by Rebecca to tell me that the eticket would arrive within the hour, with the promise to call me at the same time. Sure enough, the eticket arrived in my inbox within about an hour and Rebecca called me, as promised. She was very polite and wanted to ensure that I was happy with everything, which I was. So, thank you Crystal Travel for your help in arranging my flights."
"Helen Esegbona","Nick was extremely helpful","excellent","Twenty-nine April Two-thousand-twenty-four","Nick was extremely helpful, thanks"
"Nili H","Paul has provided an excellent service…","good","Twenty-nine April Two-thousand-twenty-four","Paul has provided an excellent service booking my trip."
"M All","Excellent service","excellent","Twenty-nine April Two-thousand-twenty-four","I always book my ticket for India with Sergio Gomez, and he always helped with the good price, He was so genuinely helpful, knowledgeable, and accommodating, Keep up the good work. Many thanks. Saurav"
"Saurav","5* For Sergio","excellent","Twenty-nine April Two-thousand-twenty-four","Freya, was very helpful and resolved my issue very quickly"
"Jake","Feedback","excellent","Twenty-nine April Two-thousand-twenty-four","Ronald was great in helping us get the flights we wanted. I highly recommend Crystal Travel."
"FunnybunnyQ","Ronald was great in helping us get the…","excellent","Twenty-nine April Two-thousand-twenty-four","Very good customer service provided by Kathy Hart"
"Paresh Patel","Excellent customer service","excellent","Twenty-nine April Two-thousand-twenty-four","Stella stevens helped a lot with verifying my flight plans. its great that she called more than a  ontht before the flight just to make sure that the fight is correct and on schedule"
"Francis Lopes","Stella stevens helped a lot with…","excellent","Twenty-nine April Two-thousand-twenty-four","I lost my email with the ticket information, so I called Crystal Travel and spoke with Nick Jonas, who was really helpful and managed to retrieve my booking.He was very polite and quick. I  highly recommend him and the company."
"Greenwood Joinery LTD Office E","Highly recommend","excellent","Twenty-nine April Two-thousand-twenty-four","Marco answered all my questions about flexible ticket and flight extensions."
"Abed","Marco answered all my questions about…","excellent","Twenty-six March Two-thousand-twenty-four","A straightforward service with  Christy who assisted with last minute flight changes.  Would give 5 🌟 but she kept misprouncing my surname."
"Robyn","Customer service","good","Twenty-nine April Two-thousand-twenty-four","The airline changed the schedule 3 times. However, the agent, Carolina Diaz was very polite."
"Mr Daniel M Rozario","The airline changed the schedule 3…","average","Twenty-nine April Two-thousand-twenty-four","Olivia Clarke was helpful in looking after to book tickets to USA . Olivia made sure everything is in place and was in touch with me until I left to US (like booking seats, dietary food and return tickets). Thanks for the help. 4 stars is: I was worried as my transit on my return from CA to UK through Seattle was only 30min which has come down from (1hr to 45 min and at the last minute to 30min transit,) which she assured will be enough and since its the same flight they will make sure we are picked up before the flight left. Unfortunately our flight was delayed and we had only 13min to transit which was a nail biting experience with young children with us. It was like flight was waiting for us and other 2 families'However just wanted to make sure for the future passengers that at least 1 to 1.5hrs of transit is needed especially with sprawling airport like Seattle. I will come back to them for future. Thanks for your help."
"Krishnapriya Govind","Olivia Clarke-tickets to CA,USA","good","Fourteen April Two-thousand-twenty-four","Nick has been really helpful in assisting me to book my flight, thank you!"
"Kelly Kwan","Nick has been really helpful in…","good","Twenty-eight April Two-thousand-twenty-four","Helpful and informative,I was helped by Stella Stevens who made my booking really quick and easy"
"NM","Helpful and informative,","excellent","Twenty-eight April Two-thousand-twenty-four","I called today to go through a booking I made some time ago. Olivia Clark was very helpful and a pleasure to talk to. I would highly recommend Crystal Travel."
"Allan Clarke","I called today to go through a booking…","excellent","Twenty-eight April Two-thousand-twenty-four","Very prompt, looking for options, trying to save me money by making good suggestions! Would use again!"
"Audrius","Stella stevens very helpful 👍 thank you","excellent","Twenty-eight April Two-thousand-twenty-four","Great communication very easy to use"
"Amir Inamdar","Very prompt","excellent","Twelve April Two-thousand-twenty-four",NA
"Henry Odaga","Great communication very easy to use","excellent","Twenty-seven April Two-thousand-twenty-four",NA
"customer","I had problems with making my payments","excellent","Twenty-seven April Two-thousand-twenty-four","I had problems with making my payments. Nick was able to help me and confirm my payments had gone through. He was polite, patient and helpful all the way throughout our call. He even managed to book our seats for a flight in December for less than previously quoted."
"Haggaaz","Aron Smith was great and has experience…","excellent","Twenty-seven April Two-thousand-twenty-four","Aron Smith was great and has experience with dealing with customers- highly recommend"
"Anne","Rebecca gave me an excellent support…","excellent","Twenty-seven April Two-thousand-twenty-four","Rebecca gave me an excellent support when I requested for change. I would highly recommend her and team at crystal travel."
"customer","Freya was helpful.","excellent","Twenty-seven April Two-thousand-twenty-four","Freya was helpful."
"Kin Hang Yu","Thank you","excellent","Twenty-seven April Two-thousand-twenty-four","Thank you, Christy! She is so helpful with my booking. Her instructions were so clear and She worked fast and accurate."
"Rajeev pathak","Flight cancelled by Airline","excellent","Twenty-seven April Two-thousand-twenty-four","I booked my flights in October 2023 to fly on Tuesday 30/04/24due to the excellent price being offered.Staff were extremely helpful  to my needs and explained everything i needed to do.Checked and booked seats and meals on the airlines website.When i checked my booking on Saturday 27/0424 the outbound flight had been cancelled i contacted Crystal Travel and spoke with Carolina Diaz who looked into why my booking had been cancelled. Cancellation was due to airline scheduling change. Carolina Diaz contacted the airline and had my flight re instated, crisis resolved by a very professional and considerate employee of Crystal Travel, thank you and i will undoubtably choose Crystal Travel again when booking flights."
"Vilma Decena","Freya helped me several times now with…","excellent","Twenty-seven April Two-thousand-twenty-four","Freya helped me several times now with my payment. She is very polite and professional. I had a good experience having transaction with her.thanks a lot Ms Freya Donovan."
"Darren Lines","Great","excellent","Twenty-seven April Two-thousand-twenty-four","Great! Service"
"Customer","Good Customer Service","excellent","Twenty-five April Two-thousand-twenty-four","Nathan was very helpful"
"I like books I like books","Enquiry","excellent","Eleven March Two-thousand-twenty-four","Spoke to Jose about booking accommodation in Dubai he was extremely helpful and professional he was very reassuring with all my concerns he went out of his way to get me all the information I required. He kept me updated all throughout the booking stage.would definitely book through Jose again."
"Darren","Great experience with amendment of flight reservation","excellent","Twenty-six April Two-thousand-twenty-four","Great experience to resolve a request to amend my flight reservation (including airport changes) following a recent schedule change by the airline. Arbaz understood and supported my request, providing regular feedback / updates via email and telephone before the final resolution was found"
"MS S BADOYE","Affordable Price","excellent","Twenty-four April Two-thousand-twenty-four","Affordable price was available and easy to manage the website. It was nice to receive a call afterwards from   (___REBECCA___) to check if everything was fine and confirmed."
"MRSBRENDAEMAWSON","Great service…","excellent","Twenty-six April Two-thousand-twenty-four","When we had questions,they got answered quickly,We have not used Crystal Travel before but will use again definitely, Samual Smith was very helpful and polite, and knowledgeable, E tickets have arrived less than 2 hours after confirming, great service"
"Dee Sherwood Wallace","I had a couple of queries with my…","excellent","Twenty-six April Two-thousand-twenty-four","I had a couple of queries with my online booking. Even though I kept getting cut off, Freya persevered & called me back. Within a couple of minutes, everything was sorted & a confirmation email sent.  Freya was professional & knowledgeable & extremely helpful."
"Paras Jain","Great prices with great customer services","excellent","Twenty-six April Two-thousand-twenty-four","Booked my ticket from crystal travel in great prices. Carlos helped to verify the details and assisted patiently in all my queries"
"Rimaz Elghali","Jose was very helpful and patient","excellent","Six April Two-thousand-twenty-four","Jose was very helpful and patient. I would definitely recommend them and come back again"
"sangram jadhav","Very good Experience with Carlos &…","excellent","Twenty-six April Two-thousand-twenty-four","Very good Experience with Carlos & Christopher."
"Dear Mr Warner","All I can say is Samuel Smith help was great he kept me informed of all the charges and help me save money","excellent","Twenty-six April Two-thousand-twenty-four","So easy and made bookings and saving money so easy thanks to Samuel"
"Cameron McColl","Thanks Aron Smith","excellent","Twenty-six April Two-thousand-twenty-four","Fairly straightforward process. Marco was helpful with buying the ticket. He also checked in the next day to make sure that I received the e-tickets correctly."
"Mrs Fuwa","Fairly straightforward process","good","Twenty-two April Two-thousand-twenty-four",NA
"Justine Nanjawule","I have bought a few ticket from crystal…","excellent","Twenty-four April Two-thousand-twenty-four","I have bought a few ticket from crystal travel,very good customer care,Rebecca you're great,you helped me alot.thanks Rebecca @ Crystal travel"
"Prakash Davda","Booking Service","excellent","Twenty-five April Two-thousand-twenty-four","I received a very good and efficient service."
"Michael","Sofia listened to my requirements and…","excellent","Twenty-four April Two-thousand-twenty-four","Sofia listened to my requirements and produced a solution. She had a friendly and supportive manner and I was very happy with the result."
"Alice Stanley","Nathan was very helpful and attentive…","excellent","Twenty-five April Two-thousand-twenty-four","Nathan was very helpful and attentive in sorting our flights.  I definitely would recommend the costumer service"
"Chris Connelly","Easy process and the girl Rebecca was…","good","Twenty-five April Two-thousand-twenty-four","Easy process and the girl Rebecca was nice"
"Martin Gooding","I was contacted by Mr Ben Oscar from…","excellent","Twenty-five April Two-thousand-twenty-four","I was contacted by Mr Ben Oscar from Chrystal Travel when Eva air could not confirm my booking , he sorted it out for me very quickly it only took about 20 minutes on the phone . I would like to say a very BIG THANK YOU to Ben . I will definitely use Ben at Chrystal Travel again ."
"Jas","Exceptional Service - James Smith","excellent","Twenty-five April Two-thousand-twenty-four","I had an absolutely exceptional experience with Crystal Travel, and I attribute much of that to James Smith's remarkable professionalism and dedication to customer service. From the moment I reached out, James was incredibly patient, efficient, and attentive, consistently responding to my emails within minutes and always making himself available for calls.What truly impressed me was James' ability to listen attentively to my preferences and tailor our holiday accordingly. He took the time to understand exactly what we wanted, and his friendly demeanor made the entire process enjoyable. Despite the extensive time James spent with us planning the itinerary, there was never any pressure to book. His focus was solely on ensuring we were happy with every aspect of our trip.James is undoubtedly an exceptional ambassador for Crystal Travel. His commitment to providing personalized, stress-free service is evident in every interaction. Thanks to James, we never felt rushed or overlooked - he truly went above and beyond to make sure our experience was nothing short of perfect. I would 100% be booking a holiday with Crystal Travel in the future."
"Susette Simoy","Excellent service!","excellent","Twenty-five April Two-thousand-twenty-four","Excellent service!Thank you Jack Tyler for your assistance."
"Mike","Simple and straightforward","excellent","Twenty-five April Two-thousand-twenty-four","Booked my flight online today which was very straightforward. I wanted to add some insurance as an afterthought and spoke to Carlos who was really helpful. He made sure I had the right information and made the process of adding the insurance very simple. Nice easy experience and great customer service from Carlos."
"Ian H","Marco - top man","excellent","Twenty-four April Two-thousand-twenty-four","Marco, thanks. ET LGW to NRB"
"Susan","What a great job","excellent","Twenty-five April Two-thousand-twenty-four","Spoke to Sergio Gomez about our ticket for holiday he helped me all the way, He was so genuinely helpful knowledgeable and accommodating,keep up the good work . Many thanks.                                               Susan"
"Nadeem   Masih","The way people behave with customers…","good","Twenty-five April Two-thousand-twenty-four","The way people behave with customers make big difference.  Response from Rebecca Wilson was amazing even though it was a very short call as compared to Shirley one of the employees of same company."
"Glyn Webb","Thank you Sam and all the team at …Crystal Travel","excellent","Twenty-five April Two-thousand-twenty-four","Thank you Sam and all the team at  Crystal Travel for an excellent service ...  5 star customer care ..Thank you"
"Rashid","Carlos was a great help and extremely…","excellent","Twenty-five April Two-thousand-twenty-four","Carlos was a great help and extremely friendly!"
"customer","I had a good experience as I was…","excellent","Twenty-four April Two-thousand-twenty-four","I had a good experience as I was assisted by Aron Smith. Aron was very polite and and patient in helping me find a flight. He took his time to find me a flight ticket that was within my budget and allowed me the option to pay for the ticket on a payment plan after securing with a deposit. I will be contacting Aron again in the future whenever I need to travel to Zimbabwe and will also recommend him to my friends and family."
"customer","Had a nice experience","excellent","Twenty-five April Two-thousand-twenty-four","Aron Smith, really helpful person. Helped me to book an emergency air ticket with a very good deal. Thanks."
"customer","Aron Smith","excellent","Twenty-five April Two-thousand-twenty-four","David BrooksVery efficient Thank you for helping me with my bookings."
"Sherlette Almira","Very efficient","excellent","Twenty-five April Two-thousand-twenty-four","Elena and Nick assisted me and they were patient with me through the whole booking process. Elena went the extra mile after I told her my budget and reason for travelling and she found me a ticket not too far off my budget"
"MISS BERNADETTE","Elena and Nick assisted me and they…","excellent","Twenty-four April Two-thousand-twenty-four","Rebecca and Nick were both very helpful during my booking process. Having used Crystal Travel multiple times in the past, I will say they usually come out high on my list for affordable and reliably managed multi-stop long haul flights.While I have had cancellations while in country before, this is to be expected as just a matter of poor luck when flying very frequently, and Crystal Travel have always found alternate flights when requested without delay."
"George Matthews","Crystal Clear Travel Services.","excellent","Twenty-four April Two-thousand-twenty-four",NA
"Nongnuch","Very helpful","excellent","Twenty-four April Two-thousand-twenty-four","When I first called Arbazhe explained everything to me he told me everything that I needed to know and he do most of bookings process for me which was very helpful ."
"Loretta","Empathetic Staff","excellent","Twenty-four April Two-thousand-twenty-four","Great staff and very helpful. Frank Smith especially is very empathetic and even suggested we get airport assistance in the booking for my elderly mother.I will definitely recommend a friend and keep using Crystal Travels"
"Nicholas Tchetche","Franck was very helpful .He answered…","excellent","Eleven April Two-thousand-twenty-four","Franck was very helpful .He answered all my queries"
"Muhammad Arham","Nick","excellent","Two November Two-thousand-twenty-three","Nick He is very good manExcellent service"
"Sonja O'Sullivan","So far my experience has been great","excellent","Twenty-four April Two-thousand-twenty-four","So far my experience has been great.  Marco was very helpful."
"Yergalen","Shirley Smith The best and top customer service giver","excellent","Three April Two-thousand-twenty-four","I am very happy with the service I been receive excellent customer service very helpful I been look after by the name Shirley Smith and unbelievable the service she give I can’t thank her enough on only doing her job she doing more than her job required her to do I would to thank you her for her excellent service she provided"
"Nedu","Customer service was great","excellent","Twenty-four April Two-thousand-twenty-four","Customer service was great. Aron smitj was very fantastic in helping to find the best deal for me."
"Anne","I would like to say a massive thank you","excellent","Twenty-four April Two-thousand-twenty-four","I would like to say a massive thank you to Christopher Jones for his excellent customer service. He was polite, patient and was able to get me a good cheaper ticket which he reserved until the next day for me to confirm the go ahead. I will definitely be using Crystal travel again next year. Kudos to Christopher!"
"Daniella Bassett","Rebecca called and helped me through…","excellent","Twenty-four April Two-thousand-twenty-four","Rebecca called and helped me through the process of getting all my flight information through the airline's website. So much more seamless than other travel companies I've used!"
"Sue Thornton","Arbaz from Crystal travel stepped in to…","excellent","Twenty-four April Two-thousand-twenty-four","Arbaz from Crystal travel stepped in to help my husband and I after a dreadful experience with Emirates. In contrast to Emirates Crystal travel put the customers first, maintained good communication both on the phone and email. Arbaz managed to re-book our tickets, and work within a tight time line. Definitely recommend Crystal travel and would use them again"
"Have a Nice Day","I found Crystal travel to be very efficient and conscientious.","excellent","Twenty-two April Two-thousand-twenty-four","I found Crystal travel to be very helpful indeed. I have used them before and was not disappointed. Veronica Brooks who dealt with my flights was polite, respectful and very diligent. I would certainly recommend them to others. Thanks very much."
"SP","Great service","good","Four April Two-thousand-twenty-four","spoke to Rebecca who really helped with everything, she followed up after booking and then helped with cancellations with no quibble or argument, i have used them before and they are always happy to hep with issues, this time my fiancée could not travel but will always try and use them if they appear in a flight comparison search like kayak...THANKS Rebecca.. keep up the good work"
"Olive Akpotor","Job well done Aron Smith he was so kind…","excellent","Twenty-four April Two-thousand-twenty-four","Job well done Aron Smith he was so kind and patient with me trying to sort out my ticket and I really appreciate him that's the more reason am still with Crystal Travel because he's of great help."
"Steve.","Helpful","excellent","Twenty-three April Two-thousand-twenty-four","Sadly I had to cancel my plans and Sam was really helpful during the process."
"Lax Pala","I made the booking with Crystal Travel","excellent","Twenty-three April Two-thousand-twenty-four","I made the booking with Crystal Travel. After it was confirmed I received a courtesy call from Rebecca to informa me once again that the bookign is confirmed. Excellent service! Highly recommended."
"Sally","Nick jonas was very helpful and…","excellent","Twenty-one April Two-thousand-twenty-four","Nick jonas was very helpful and assisted me in all my queries. Thanks nick!!"
"Mrs Anita Kaur","Sofia thank you and you have been very…","excellent","Twenty-three April Two-thousand-twenty-four","Sofia thank you and you have been very helpful and it is much appreciated."
"max celnokovs","fast and good.","excellent","Twenty-three April Two-thousand-twenty-four","fast and good.many thanks to REBECCA"
"Syed","Satisfied with the service","excellent","Twenty-four April Two-thousand-twenty-four","Easy to book and got a confirmation call from Carlos to check if everything was ok. Good customer service."
"srinivas konreddy","Very good customer service","excellent","Twenty-three April Two-thousand-twenty-four","Very good customer service"
"mila williams","Nick Jonas has informed me about an…","excellent","Twenty-three April Two-thousand-twenty-four","Nick Jonas has informed me about an offer to avail for comfortable seats  on our family’s entire journey to the Philippines in December. This has been really helpful to ensure that we will be travelling together comfortably. Thanks Nick !"
"Paul","Veronica","excellent","Twenty-three April Two-thousand-twenty-four","Veronica, the lady that helped me, was patient, understanding, helpful and professional"
"Rida Fatima","Amazing service!","excellent","Twenty-three April Two-thousand-twenty-four","I had Arbaz Khan and he was very accommodating and made my changes to my flight really easily and talked me through the process!! 5/5"
"Tanima Jalil","Yes it was really satisfied service…","excellent","Twenty-three April Two-thousand-twenty-four","Yes it was really satisfied service indicating the name FREYA to do my online check in also going to mention another name Marco Lopes who helped to get me e-ticketThaks to both of you i will try to do more with you guys Jalil"
"Tope Fal","Oscar is very respectful and…","excellent","Twenty-three April Two-thousand-twenty-four","Oscar is very respectful and professionalHe makes sure to listen to you and also try to get you good discounts"
"customer","Eron Smith I amazing 👏","excellent","Twenty-three April Two-thousand-twenty-four","Eron Smith I amazing 👏"
"Ibrahim Yassin","Quick, Simple, Professional","excellent","Twenty-three April Two-thousand-twenty-four","Quick, easy and professional service thanks to Marco Lopez today on booking flights. Even phoned to confirm that I had received the e-tickets and to see if I had any queries. Many thanks!"
"Prince Milano","Arbaz Khan the fixer …","excellent","Twenty-two April Two-thousand-twenty-four","Arbaz Khan fixed a really difficult problem with my flight schedule he went to battle with the airline and got me the result. Thank you again for delivering would recommend to all customers."
"AVON AMPO LLOREN","Extremely accommodating and friendly","excellent","Twenty-three April Two-thousand-twenty-four","Extremely accommodating and friendly, Annie handled all aspects of the flight booking. She managed and explained everything thoroughly, swiftly resolving any issues that arose. I highly recommend this agency for booking your tickets"
"Peter","Rapid service no hidden charges great…","excellent","Twenty-three April Two-thousand-twenty-four","Rapid service no hidden charges great site"
"Andre Wilson","Good service with really nice people","excellent","Twenty April Two-thousand-twenty-four","Good service with really nice people"
"customer","Hi good evening thanks for your kind &…","excellent","Twenty-two April Two-thousand-twenty-four","Hi good evening thanks for your kind & good service Mr Aron SmithThanks again"
"Madhuri","Excellent","excellent","Eighteen April Two-thousand-twenty-four","Thank you =. Hightly recommended. Both Ronnie and Arbaz helped me through all of my questions patiently. I shall keep using them for future travels."
"Julián Andrés Salazar","Venesa was an excelent customer…","excellent","Eighteen April Two-thousand-twenty-four","Venesa was an excelent customer representative. She was detail-oriented. By asking me questions, she understood the issue I was calling about. She was very diligent with my request and very kind. 10/10"
"Zahid Ahmad Zargar","Freya was incredibly patient and…","excellent","Eighteen April Two-thousand-twenty-four","Freya was incredibly patient and attentive throughout our conversation. She took the time to understand my travel preferences and provided insightful recommendations to ensure my trip met all my expectations."
"SMM","Hassle free","excellent","Twenty-two April Two-thousand-twenty-four","I am extremely happy with the service provided by Crystal Travel through Jose. Jose were very helpful and patient throughout the entire booking process. I am looking forward to our holiday this year."
"AJ","Great Experience","excellent","Twenty-two April Two-thousand-twenty-four","James Smith, our agent over the phone. Very helpful efficient & friendly. Thank you for helping us with our booking needs."
"Mrs nikki lamprey","Lisa smith handled our booking very…","excellent","Twenty-one April Two-thousand-twenty-four","Lisa smith handled our booking very efficiently. She was patient and kind. She rang us back when requested and responded to emails quickly. The flights have been confirmed and e ticket received. Thank you Lisa."
"Mr George Robb","First class hassle free service.","excellent","Twenty-two April Two-thousand-twenty-four","Excellent, no hassle service. Used them just before lockdown and had a memorable four stop trip touring Italy by train. All arranged by Crystal. Just booked a trip to New York and Nashville. Thank you David for all your hard work with our booking. A special thank you to Alice for looking after us."
"customer","Excellent service from start to finish…","excellent","Twenty-one April Two-thousand-twenty-four","Excellent service from start to finish Ryan was very helpful would defo use again"
"Kay Derbyshire","Sean Hura very conscientious and…","excellent","Ten April Two-thousand-twenty-four","Sean Hura very conscientious and helpful. Searched the best flights to Australia at short notice. Followed up for confirmation and to download e ticket. Amazingly helpful a I would highly recommend."
"Sir or Madam","Ryan was great","excellent","Twenty April Two-thousand-twenty-four","Ryan was great, calling after my online booking to ensure I got all info necessary. All very smooth."
"Ernesto","Spoke to Olivia Clark and she was very…","excellent","Twenty-one April Two-thousand-twenty-four","Spoke to Olivia Clark and she was very helpful in sorting out my queries."
"Jane","Helpful staff","excellent","Twenty-one April Two-thousand-twenty-four","The lady I spoke to, Sophia, was very helpful looking to find me the flight that matched my preferences and budget."
"Thai Nomad","I used Crystal Travel as they offered…","excellent","Twenty April Two-thousand-twenty-four","I used Crystal Travel as they offered the best price to Cambodia flying with Malaysia airline. Easy to book with and no problems with ticket confirmation"
"RG bernabe","I had a great experienced with the service of nick jones.","excellent","Nineteen April Two-thousand-twenty-four","I had a great experienced with the customer service rendered by Nick Jones. He was very responsive and helpful and able to resolve my issue quickly. He went above and beyond to help me.I was really happy with the level of service I received from Nick."
"Mathew Puthusseril Chacko","Olivia has done a wonderful job getting…","excellent","Twenty April Two-thousand-twenty-four","Olivia has done a wonderful job getting by evrything sorted. Thanks"
"Steve","Price changed during booking process…do not trust this company","bad","Twenty April Two-thousand-twenty-four","Saw a deal for one price then when to book it and it increased after entering all our details. Cancelled and tried again and the price was back to original. Then tried again and it jumped over £1000.  Do not trust this company they are not trustworthy"
"Marla Piaz","Alice was very helpful regarding my…","excellent","Twenty April Two-thousand-twenty-four","Alice was very helpful regarding my booking. She was also very kind and willing to assist me with any queries. Will be using Crystal Travel to book a family holiday this summer!"
"Rohit Barjatya","Thanks Olivia Clark for providing quick…","excellent","Twenty April Two-thousand-twenty-four","Thanks Olivia Clark for providing quick assistance regarding completing the payment for my upcoming trip, it's always a pleasure to book tickets with Crystal travel"
"Shabbir Adam","Sofia was extremely helpful and…","excellent","Twenty April Two-thousand-twenty-four","Sofia was extremely helpful and friendly."
"RS","Christy was super helpful and answered…","excellent","Twenty April Two-thousand-twenty-four","Christy was super helpful and answered all my queries promptly. Thank you for all your help!"
"Hadi","Booking was easy and straightforward","good","Twenty April Two-thousand-twenty-four","Booking was easy and straightforward and a call with the support team was not a huge hassle."
"Hassan Tariq","Their services are good","excellent","Twenty April Two-thousand-twenty-four","Their services are good. Their agents especially Marco Lopez. He is very helpful and his way of guiding was superd.Highly Recommended"
"emma owen","Rebecca thank you","excellent","Nineteen April Two-thousand-twenty-four","Rebecca thank you. E-tickets within 30 mins. Great, will stay and come back on my next booking."
"Uzma Rehman","Great experience by Preya.","excellent","Nineteen April Two-thousand-twenty-four","Great experience by Preya."
"Suvetha Gunasekaran","Great customer service.","excellent","Nineteen April Two-thousand-twenty-four","Great customer service.Very reliable site.Very quick and helpful."
"Victoria","Just had a fabulous experience with…","excellent","Nineteen April Two-thousand-twenty-four","Just had a fabulous experience with Crystal Travel, I thought I'd lost my e-tickets, Marco resent them to me, booked assistance for my mum at the airport, and confirmed our seats without any trouble at all.  He's a superstar - thank you Crystal Travel, you are my go to for booking flights!"
"Vinisha Takooree","Mr Aron was very professional quick…","excellent","Nineteen April Two-thousand-twenty-four","Mr Aron was very professional quick action I give him 5 🌟 ."
